feature,corr_with_label
title_char_count,-0.14241685467070292
title_word_count,-0.1088140612527355
venue_kr,-0.09734095870058464
venue_iclp,0.09734095870058462
doi_char_count,0.09692739306340133
author_count,-0.06367480453095294
year,0.04469478326659816
has_authors,-0.017238004109275878
has_doi,
