authors,count,percent
"Christoph Beierle, Lars-Phillip Spiegel, Jonas Haldimann, Marco Wilhelm, Jesse Heyninck, Gabriele Kern-Isberner",1,0.19607843137254902
Derek Shiller,1,0.19607843137254902
"José Júlio Alferes, Luís Moniz Pereira",1,0.19607843137254902
"Adrien Husson, Jean Krivine",1,0.19607843137254902
F. M. Donini,1,0.19607843137254902
"Fangyi Li, Qiang Shen",1,0.19607843137254902
"Theresa Swift, Carl Andersen",1,0.19607843137254902
"Sarthak Ghosh, C. R. Ramakrishnan",1,0.19607843137254902
Matilda Häggblom,1,0.19607843137254902
"Benjamin Aminof, Giuseppe De Giacomo, Giuseppe Perelli, Sasha Rubin",1,0.19607843137254902
"Ghazal Afroozi Milani, Daniel Cyrus, Alireza Tamaddoni-Nezhad",1,0.19607843137254902
"Elena Mastria, Jessica Zangari, Simona Perri, Francesco Calimeri",1,0.19607843137254902
"Pablo F. Castro, Pedro R. D'Argenio, Raul Fervari",1,0.19607843137254902
"Joohyung Lee, Yi Wang",1,0.19607843137254902
"Jonas Philipp Haldimann, Christoph Beierle",1,0.19607843137254902
"Stylianos Loukas Vasileiou, William Yeoh",1,0.19607843137254902
"Axel Kerinec, Giulio Manzonetto, Federico Olimpieri",1,0.19607843137254902
Francis Frydman,1,0.19607843137254902
"Lucía Gómez Álvarez, Sebastian Rudolph, Hannes Strass",1,0.19607843137254902
"K. Tuncay Tekle, Yanhong A. Liu",1,0.19607843137254902
"Luís Moniz Pereira, Ari Saptawijaya",1,0.19607843137254902
"Zahra Chaghazardi, Saber Fallah, Alireza Tamaddoni-Nezhad",1,0.19607843137254902
"Federica Di Stefano, Mantas Šimkus",1,0.19607843137254902
Svetlana Bulashevska,1,0.19607843137254902
"Sanskar Sehgal, Yanhong A. Liu",1,0.19607843137254902
Andrea Rafanelli,1,0.19607843137254902
"Yuri Gil Dantas, Antoaneta Kondeva, Vivek Nigam",1,0.19607843137254902
"Jeongwoon Choi, Jungyeon Kim, Seokho Chi",1,0.19607843137254902
"Jean Christoph Jung, Vladislav Ryzhikov, Frank Wolter, Michael Zakharyaschev",1,0.19607843137254902
Jesse Heyninck,1,0.19607843137254902
Alistair Duke,1,0.19607843137254902
"Katsumi Inoue, Daniil Kozhemiachenko",1,0.19607843137254902
"Stefano Forti, Ahmad Ibrahim, Antonio Brogi",1,0.19607843137254902
"Nicolas Fröhlich, Arne Meier, Nina Pardal, Jonni Virtema",1,0.19607843137254902
Valentina Pitoni,1,0.19607843137254902
"Zhiliang Xiang, Meghyn Bienvenu, Gianluca Cima, Víctor Gutiérrez-Basulto, Yazmín Ibáñez-García",1,0.19607843137254902
"Pierre Tassel, Mohamed Rbaia",1,0.19607843137254902
"Anne-Marie Heine, Markus Ulbricht",1,0.19607843137254902
"Hidetomo Nabeshima, Mutsunori Banbara, Torsten Schaub, Takehide Soh",1,0.19607843137254902
"Len Schubert, Moderator",1,0.19607843137254902
"Maximiliano Klemen, Nataliia Stulova, Pedro López-García, José Morales, Manuel V. Hermenegildo",1,0.19607843137254902
KIM McCARRON,1,0.19607843137254902
Alessandro Bertagnon,1,0.19607843137254902
Yixuan Liang,1,0.19607843137254902
"Mehmet Bektasoglu, Abdullah S. Bayraktar",1,0.19607843137254902
Tiantian Gao,1,0.19607843137254902
"Matti Berthold, Lydia Blümel, Anna Rapberger",1,0.19607843137254902
"Emanuele De Angelis, Maurizio Proietti, Francesca Toni",1,0.19607843137254902
Alice Tarzariol,1,0.19607843137254902
"Jakob Suchan, Jan-Patrick Osterloh",1,0.19607843137254902
"Camille Bourgaux, Ricardo Guimarães, Raoul Koudijs, Victor Lacerda, Ana Ozaki",1,0.19607843137254902
"Jan Tóth, Ondřej Kuželka",1,0.19607843137254902
"Pedro Cabalar, Jorge Fandinno, Luis Fariñas del Cerro",1,0.19607843137254902
"Santiago Escobar, Julia Sapiña",1,0.19607843137254902
"Joshua Hirschbrunn, Yevgeny Kazakov",1,0.19607843137254902
"Bernd Finkbeiner, Hadar Frenkel, Julian Siber",1,0.19607843137254902
"YULIYA LIERLER, JOSE F. MORALES",1,0.19607843137254902
"Yehia Hatab, Kai Sauerwald, Matthias Thimm",1,0.19607843137254902
Hoifung Poon,1,0.19607843137254902
Vladimir Lifschitz,1,0.19607843137254902
"Sanne Wielinga, Jesse Heyninck",1,0.19607843137254902
"Yacine Izza, Xuanxiang Huang, Antonio Morgado, Jordi Planes, Alexey Ignatiev, Joao Marques-Silva",1,0.19607843137254902
"Pedro Cabalar, Jorge Fandinno, Brais Muñiz",1,0.19607843137254902
"Rory C. O’Connor, Christopher J. Armitage",1,0.19607843137254902
"Martin Diller, Sarah Alice Gaggl, Philipp Hanisch, Giuseppina Monterosso, Fritz Rauschenbach",1,0.19607843137254902
"Kai Sauerwald, Arne Meier, Juha Kontinen",1,0.19607843137254902
"Sarat Chandra Varanasi, Neeraj Mittal, Gopal Gupta",1,0.19607843137254902
"Fred Mesnard, Thierry Marianne, Etienne Payet",1,0.19607843137254902
"Degoldie Sonny, Ari Saptawijaya, Raja Oktovin Parhasian Damanik",1,0.19607843137254902
"Francesca Toni, Nico Potyka, Markus Ulbricht, Pietro Totis",1,0.19607843137254902
"Aleksandar Pavlovic, Emanuel Sallinger, Steven Schockaert",1,0.19607843137254902
"David Buckingham, Matthias Scheutz, Tran Cao Son, Francesco Fabiano",1,0.19607843137254902
Tomi Janhunen,1,0.19607843137254902
