,std
year,2.4769992433099186
title_char_count,32.37812870058585
title_word_count,4.316079820078654
author_count,1.8401183852230925
has_authors,0.3028938333708349
doi_char_count,4.047404395107099
has_doi,0.0
venue_iclp,0.47457000311221054
venue_kr,0.47457000311221054
