title,count,percent
An Iterative Fixpoint Semantics for MKNF Hybrid Knowledge Bases with Function Symbols.,1,0.19607843137254902
Inference in Probabilistic Logic Programs Using Lifted Explanations.,1,0.19607843137254902
Refining the Semantics of Epistemic Specifications.,1,0.19607843137254902
Proportional dependencies and asymptotics of probabilistic representations.,1,0.19607843137254902
Natlog: a Lightweight Logic Programming Language with a Neuro-symbolic Touch.,1,0.19607843137254902
On the Effects of Adding Assignments in Linear-Time Temporal Logics Modulo Theories.,1,0.19607843137254902
"Mind the Gaps: Logical English, Prolog, and Multi-agent Systems for Autonomous Vehicles.",1,0.19607843137254902
Automata for Dynamic Answer Set Solving: Preliminary Report.,1,0.19607843137254902
Scalable and Ethical Medical Scheduling: An ASP-Based Framework with Patient-Centered Experimental Validation.,1,0.19607843137254902
Generating Explainable Rule Sets from Tree-Ensemble Learning Methods by Answer Set Programming.,1,0.19607843137254902
A Uniform Language to Explain Decision Trees.,1,0.19607843137254902
From Probabilistic Programming to Probabilistic Argumentation.,1,0.19607843137254902
An Epistemic Logic for Reasoning about Strategies in General Auctions.,1,0.19607843137254902
A refined operational semantics for FreeCHR.,1,0.19607843137254902
An xAI Approach for Data-to-Text Processing with ASP.,1,0.19607843137254902
Deontic Reasoning Based on Inconsistency Measures.,1,0.19607843137254902
Default Logic as a Species of Causal Reasoning.,1,0.19607843137254902
ASPEN: ASP-Based System for Collective Entity Resolution.,1,0.19607843137254902
Boolean Nearest Neighbor Language in the Knowledge Compilation Map.,1,0.19607843137254902
Lost in the Crowd: k-unmatchability in Anonymized Knowledge Graphs.,1,0.19607843137254902
Learning General Policies from Examples.,1,0.19607843137254902
"Joint Proceedings of the Workshops and Doctoral Consortium of the 41st International Conference on Logic Programming (ICLP-WS-DC 2025) co-located with 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 9-13, 2025.",1,0.19607843137254902
The Realizability of Revision and Contraction Operators in Epistemic Spaces.,1,0.19607843137254902
Complexity Results and Algorithms for Preferential Argumentative Reasoning in ASPIC+.,1,0.19607843137254902
Minimal Model Reasoning in Description Logics: Don&apos;t Try This at Home!,1,0.19607843137254902
Benchmarking for Integrating Logic Rules with Everything Else.,1,0.19607843137254902
When Prolog Meets Generative Models: a New Approach for Managing Knowledge and Planning in Robotic Applications - Abstract.,1,0.19607843137254902
Abductive Reasoning in a Paraconsistent Framework.,1,0.19607843137254902
About the Multi-Head Linear Restricted Chase Termination.,1,0.19607843137254902
A Preliminary Data-driven Analysis of Common Errors Encountered by Novice SPARC Programmers.,1,0.19607843137254902
Expressive Description Logics with Rich Yet Affordable Numeric Constraints.,1,0.19607843137254902
Representing Perfect Saturated Cost Partitioning Heuristics in Classical Planning.,1,0.19607843137254902
On the Subtlety of Causal Reasoning in Probabilistic Logic Programming: A Bug Report about the Causal Interpretation of Annotated Disjunctions.,1,0.19607843137254902
Advances in Big Data Bio Analytics.,1,0.19607843137254902
Pushing the Envelope in Numeric Pattern Planning.,1,0.19607843137254902
A Representation Theorem for Causal Decision Making.,1,0.19607843137254902
Global Type Inference for Java using Answer Set Programming.,1,0.19607843137254902
Reasoning in Assumption-Based Argumentation via SAT.,1,0.19607843137254902
Bottom-Up Stratified Probabilistic Logic Programming with Fusemate.,1,0.19607843137254902
Constraint Propagation and Explanation over Novel Types by Abstract Compilation.,1,0.19607843137254902
færdXel: An Expert System for Danish Traffic Law.,1,0.19607843137254902
Logic Tensor Network-Enhanced Generative Adversarial Network.,1,0.19607843137254902
Towards Incremental and Modular Context-Sensitive Analysis.,1,0.19607843137254902
Implementing the First-Order Logic of Here and There.,1,0.19607843137254902
Automating Defeasible Reasoning in Law with Answer Set Programming.,1,0.19607843137254902
Quantification and aggregation over concepts of the ontology.,1,0.19607843137254902
Intelligent Instantiation and Supersafe Rules.,1,0.19607843137254902
Knowledge-Based Stable Roommates Problems.,1,0.19607843137254902
Fixpoint Semantics for Recursive SHACL.,1,0.19607843137254902
Logic Programming with Extensible Types.,1,0.19607843137254902
"Graphical Conditions for the Existence, Unicity and Number of Regular Models.",1,0.19607843137254902
Logic-based Composition of Business Process Models.,1,0.19607843137254902
An Answer Set Programming Framework for Reasoning About Truthfulness of Statements by Agents.,1,0.19607843137254902
(Re)Integration of Logical English and s(CASP).,1,0.19607843137254902
On the Trap Space Semantics of Normal Logic Programs.,1,0.19607843137254902
A Principle-based Framework for Analyzing Dialogue Game-based Semantics.,1,0.19607843137254902
Compilation of Aggregates in ASP.,1,0.19607843137254902
Exploring Desirable Configurations in Global Logistics with Heuristic Search in Answer Set Programming.,1,0.19607843137254902
Translating Definitions into the Language of Logic Programming: A Case Study.,1,0.19607843137254902
Context-Based Belief Revision.,1,0.19607843137254902
A Family of Decidable Bi-intuitionistic Modal Logics.,1,0.19607843137254902
Picat Through the Lens of Advent of Code.,1,0.19607843137254902
Tutorial: Automating Commonsense Reasoning.,1,0.19607843137254902
Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,1,0.19607843137254902
A Simple Complete Search for Logic Programming.,1,0.19607843137254902
Formalizing Informal Logic and Natural Language Deductivism.,1,0.19607843137254902
Counterfactual Explanations as Plans.,1,0.19607843137254902
Declarative Algorithms in Datalog with Extrema: Their Formal Semantics Simplified.,1,0.19607843137254902
Planning and Scheduling in Digital Health with Answer Set Programming.,1,0.19607843137254902
Sorting Strategies for Interactive Conflict Resolution in ASP.,1,0.19607843137254902
RestKB: A Library of Commonsense Knowledge about Dining at a Restaurant.,1,0.19607843137254902
NeSyFOLD: Extracting Logic Programs from Convolutional Neural Networks.,1,0.19607843137254902
Interactive Explanations by Conflict Resolution via Argumentative Exchanges.,1,0.19607843137254902
Probabilistic Synthesis and Verification for LTL on Finite Traces.,1,0.19607843137254902
Nemo: Your Friendly and Versatile Rule Reasoning Toolkit.,1,0.19607843137254902
On Computing Universal Plans for Partially Observable Multi-Agent Path Finding.,1,0.19607843137254902
Correcting Autonomous Driving Object Detection Misclassifications with Automated Commonsense Reasoning.,1,0.19607843137254902
Simple Contrapositive Assumption-Based Argumentation with Partially-Ordered Preferences.,1,0.19607843137254902
Structural Decompositions of Epistemic Logic Programs.,1,0.19607843137254902
exp(ASPc): Explaining ASP Programs with Choice Atoms and Constraint Rules.,1,0.19607843137254902
Conditional Splittings of Belief Bases and Nonmonotonic Inference with c-Representations.,1,0.19607843137254902
Towards Structure Learning under the Credal Semantics.,1,0.19607843137254902
"Proceedings of the 9th Workshop on Advances in Argumentation in Artificial Intelligence (AI3 2025) co-located with the 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 13, 2025.",1,0.19607843137254902
A Tractable Logic for Molecular Biology.,1,0.19607843137254902
Cognitively Adequate Complexity of Reasoning in a Description Logic.,1,0.19607843137254902
An Analysis of Gibbs Sampling for Probabilistic Logic Programs.,1,0.19607843137254902
