combined_features_svd_1,combined_features_svd_2,Label
3.674161223233949,-0.40807369305960994,1
3.418181216415742,-0.30574062364071075,3
3.8013889238569623,-0.3544836432771709,3
0.49828767102474636,-2.2655680007699033,1
-0.8144585840834648,2.6736976945967887,1
-1.0862225805603516,-3.022696332568189,4
-1.293600446660402,-1.2420993765595085,5
-2.552456237521669,-4.149615973124784,1
3.600366977206727,-0.5091641413187454,2
-1.0056524810164764,2.649795990176918,1
3.404231187178192,-0.4224988192484437,4
-0.6344534538060357,2.8889474563245874,3
-1.1179868249235696,2.7777188230972443,5
3.1093015085806677,-0.384754136196855,5
-3.2798946811117546,-2.20463448222881,5
-1.3919704766965004,-0.3874215018601662,3
-2.0998651306477356,0.5602088238487501,2
3.511398326320374,-0.35549775965174896,2
-2.3656688564561428,-3.6668595635950796,4
-0.5226619918895383,-0.1655772501351865,4
3.377398155033054,-0.2707891224714074,1
-1.362004268121181,-1.2447980598526838,4
-2.2910116604786936,-3.071390237460398,1
3.4614580218073367,-0.4183576206382872,5
3.6435087669133845,-0.23573513117005554,1
-0.9442252814970186,2.6683952785234166,4
-2.211759968224563,-3.68965598224576,1
-3.702140747469046,-4.176359404607312,5
-1.2129774117638485,-2.90418393473914,3
-1.6254680302540205,0.52931723463583,1
-1.6862406099325926,-0.9243618846048826,1
-0.8379330250563345,2.7307662532107906,2
-2.322161006982275,-1.9722787021606751,4
-1.4906651571202199,-1.9511788195103914,2
-1.9479046530824486,-1.2745049218187037,4
1.123896884282582,0.9579976580283027,3
-2.2733837070850784,-4.049560100683833,1
3.561106316361448,-0.3893152938711701,2
-1.944348916476665,2.523662385483673,1
-1.9972310981947874,-0.5147579183306034,1
-1.3637423516332465,2.5698644648257982,3
-1.9487250343716078,-1.9855660975709815,5
-1.6199641893575418,-2.4697110735034453,3
-1.6944482743391125,2.5440785277544835,1
-1.103633019277227,2.7195847827176904,5
-2.317080597273835,-0.8029254985755023,1
3.3180968686885115,-0.42128745044385535,2
-0.8752830842988507,2.7601609267551046,2
-1.940855593512397,-2.543070383689869,2
-1.1008766209308434,-0.6729378135335767,4
3.5756338901322344,-0.445501201282252,1
3.8604635810806274,-0.41350849292304986,1
3.4711682148144893,-0.47066477653288313,2
-1.4646039098339707,2.5943130271964443,4
-0.9846135093642426,2.7645181192034025,2
-0.6176783065135155,-0.3761079626962986,4
1.1565543512463896,-0.39145357065957265,3
-1.9491800804967965,2.7813656233367596,5
-0.8908598971294865,2.8401662783585313,4
-1.3494552294538895,2.650880181310231,3
-3.174820129338747,1.3277693212017396,1
-3.8975165141123806,-4.067430632049412,3
-2.0299718248660565,-4.031373083997592,3
3.484670884567004,-0.4493275911757278,2
-1.3933721559286822,0.8812697864642938,4
-2.1282002940815303,-1.0956374117620962,1
3.6692771698561826,-0.3938467241798602,4
-1.3215889120454578,2.6784566092212456,3
-0.9996594979176556,-4.322810245613022,1
3.6946367951955246,-0.2208280441190158,3
0.0947327222189967,-1.4595419842276545,5
-2.0413238783337126,-3.2576830263084986,3
3.5817295726208473,-0.4440243113220496,1
-3.4662137973697935,-1.8996665248829174,4
-0.17193495114655374,1.0553117411903592,1
3.6203127528991867,-0.45425099741602154,1
-2.0525271933780016,2.4013550150587957,1
-2.1726250150871325,-4.033030571778962,5
3.463444622055267,-0.4837116658812781,2
3.32775911258616,-0.2835254427032528,1
-1.1961656846191877,-1.2853783643870462,5
3.667247848825832,-0.43840418526101893,1
-1.4590471565828906,2.6962086568711254,1
-3.4922527153560403,-3.7999916696594322,3
-1.5684919030426265,2.6290360180023318,1
-1.4972233109166664,-2.558850435824733,2
-1.6547049402948921,2.600615254089385,4
3.5864732218379225,-0.47354115223029725,4
-1.042485945476357,2.7931726826379206,3
-2.766564728175278,-4.020200449021351,4
-1.3851185357809264,0.8597989713055774,4
-1.6971037257078911,2.507379341069153,5
3.4991817223076813,-0.23272721347012695,5
-2.6255771472084373,-4.007662043713702,3
-2.9901301689928905,-2.580408060698644,4
-0.8839334969391578,2.7383678372857605,1
-1.3428236796026778,2.6593781097657585,5
3.6470860655363597,-0.23911092311051757,1
3.176800925829744,-0.42339024248915896,4
3.564941277483406,-0.3548897092568798,3
3.65066424684983,-0.4188778823100225,4
3.488531580553193,-0.39011698580206094,1
3.7418681249158374,-0.3364997589763871,5
-1.8421918130822454,-3.6257163831121715,1
3.4609699062024117,-0.46629397065103484,2
3.5252922849258006,-0.48595449398554014,3
3.6179187445933763,-0.3988508524623189,2
-1.185367408804816,2.7927853621790555,4
-1.8304347268563526,-1.0620628409697321,5
3.5652160937799615,-0.39041552949237074,5
3.724381528939459,-0.38492952506902994,2
-1.4302736954701658,2.683491968582094,2
3.7145764649311404,-0.43379300113399005,3
3.7634926953972747,-0.44665310650134765,1
0.07144932728881741,-1.6358151955692117,4
-3.310843654170514,-3.990980911050264,1
3.6468859776078872,-0.3688508312744826,3
-0.23671113828130608,-2.364652272994717,5
-1.911740775329706,-3.5709339609980053,4
3.7861594058955834,-0.3747435458433256,4
-1.138126311047752,2.6326205390149466,3
-3.527304568631072,-3.671782548401707,4
-0.9649025672768136,2.7678492793583227,1
-0.609511755454931,2.854093728746934,3
-2.583929060466991,-2.5486515209050125,2
-0.959560395537383,2.7051850865922367,2
-0.4693781770908173,0.09466060083615144,3
-1.2727014029856136,2.6429752282256302,4
-2.978772962946565,-2.5966688882900772,1
-0.8561368638377147,0.6789319171792706,4
-1.6022752271197878,2.6601555512335224,1
-0.8345931666080764,2.7493267221803928,3
-1.1608768335296502,2.6135313948467433,1
3.3799611763853257,-0.4168281498517038,2
0.3755246208254594,-0.19855658438695162,3
-1.4992632672481792,-2.3897946040048192,4
-1.0250860697659763,2.6988992484325136,4
3.7727701258346147,-0.4209258183200083,3
-1.6861995800611207,2.672507249147258,2
3.6244048461686327,-0.5135926492257143,5
-1.8930188108214874,-2.513155911779678,5
0.19316890006982335,-2.27653216099079,1
3.303302614833966,-0.4259640488461837,1
-1.0598085707641112,2.730393637215177,1
-2.244942606832172,-2.3937661786665885,5
3.865457801813633,-0.3871718256604955,2
-3.491477143503006,-3.2167287072600974,5
-1.545238721748422,0.12919806497868946,3
-0.9150978894826097,2.738326013708252,1
-2.7847149792861075,-2.749384478684537,3
-1.5428598963701485,2.5905211056219253,5
-1.2638966400333786,2.6430693522164477,2
-2.118660672106065,2.5561909771499987,3
-1.6469103221618808,-2.3507126708176767,5
3.42471245579686,-0.4766922799846167,3
3.5349241766772046,-0.2898716146299897,3
3.4807974596775004,-0.3644804135333675,4
-0.8971520260655893,2.6454519242640715,1
-0.7385943263096113,2.5972722285273626,2
3.7326995594892303,-0.34740259370273213,3
-1.8667293986412488,0.6790268983835837,2
-1.6728429583401458,2.611483291683796,5
3.5450984364527884,-0.49283314072091355,1
-2.8244559539693963,-3.766378852127742,1
-0.9811639413317182,-1.6690658045561948,1
-2.0784579145375806,2.6029524853375854,3
-0.4409353979043288,-2.4360488361390567,3
-1.6799292198386309,-0.7825290535309555,2
-3.5522317516939674,-4.018081885716233,5
-1.2836033866260756,2.6800924638083736,1
-2.0374505464962698,2.566437389564693,5
3.704490070638567,-0.36094137071795945,1
3.821177306284464,-0.3755764505012643,1
-1.1711198086415413,2.737677624351379,4
-1.5256918054361999,2.6340102644689303,1
-1.9345550229054396,2.545267644241291,5
3.688282347256619,-0.4362457874216282,5
-1.2233531376890694,0.7217030789006712,1
3.2093336375296104,-0.49888428279766717,1
3.699915559397444,-0.37007806188539977,5
-2.4035673302523777,-2.5799638631787105,2
-1.8199050139275057,-0.5756891435147622,4
3.2881314601751206,-0.512646463587679,1
-2.015492931362654,2.4452183785975246,3
-3.010579211553783,-3.96748305138182,1
-1.3120283031223927,2.5340651263235383,1
3.565031398180341,-0.43591112642119095,1
-2.8450820508138976,-1.8158286055624708,4
-0.7620846544773875,-0.6970092742108601,5
-1.129977725861213,2.79538708833947,3
-2.036564708795808,2.5688038512221323,5
-1.234480741265087,2.5317713374314006,5
-1.931943999721105,2.5072540190029655,1
-0.265071892960537,0.5225487360746157,3
3.4675232233018556,-0.4945262990026025,4
3.7785205605765753,-0.31244183624807825,3
-2.876345405766879,-2.162361415954908,2
-2.1011494239409276,-1.8798544503332455,3
-1.665612599083093,-1.984182871046047,4
3.696267831401548,-0.3560756583771355,2
-1.3423820701875122,2.6820757630876884,1
3.6971151338089014,-0.3553988081975366,3
-1.9028274299623789,2.5981567489674853,1
3.654953052830092,-0.45961365032674456,5
-2.5927330179383676,-4.1671663528041725,5
-1.9336944367795112,2.497843476135972,3
3.5218120183337858,-0.40803020199270623,5
-0.9633157461483807,2.6370429218925886,3
-3.597715420997548,-2.6678798936184482,5
-3.232569659186198,-3.2529899057010883,1
-4.205475369666035,-4.540050549860459,5
-0.8191223394715992,-3.5083817222537,2
-1.7196245112320896,2.5137697985166647,3
-1.1386636684311846,-0.9702544460281958,4
-2.3165546351182633,-0.022598909909546962,1
-2.045024391377479,2.5603411959826374,5
3.7278111397629323,-0.4383528235215719,1
-1.3011428168415775,2.9079488164132274,1
-1.562356209412658,2.7231028021665895,3
-1.5084190815027836,2.5810878980055545,4
-1.2911550143940798,2.413785919800892,2
-2.47708535528401,-3.6943393262360638,2
3.628901393068766,-0.37061556998914674,5
3.378887311346046,-0.5548949888624548,2
0.6520689182199001,-0.4795596775638103,2
-1.9912432334878039,2.6364922198385585,1
3.371017718047471,-0.4894915484561394,4
3.8894171295264615,-0.41832433357342824,5
-2.2523081857810014,-2.8247272752231627,1
3.6702862022281204,-0.423342168791889,2
-3.6521761336516683,-4.238229720509051,3
-1.193083968805035,0.29646438489019133,2
-1.6332274725099791,-2.514481022121959,5
-3.7524709720814937,1.0195409302934417,1
-0.8391195817633741,2.7761342525802197,5
3.8912246435299047,-0.4262792278916638,5
-1.9050492681920408,2.610762253480545,5
-2.744043128775024,-3.8630907486005244,1
3.870447309220771,-0.3608575474965746,5
3.6772037776450723,-0.4529692246965345,2
-1.6650151908484887,2.4960829721705706,4
0.25584271750331355,1.0307342670698467,3
-2.63131220277088,-1.0075848332455277,2
-1.0275410470522812,2.669297180106456,4
3.890713542604387,-0.4216343797951794,1
3.55218880300915,-0.4149390603834008,2
-3.0100707788766194,-4.02763115301351,3
0.8300152201008713,-0.7359184225898671,5
-1.2456397326987403,2.6124322577218306,1
-0.947572906319184,2.678659601519821,4
-1.7682841905474356,2.613925372652532,5
2.329661697993053,0.025280506168302217,5
-2.186003498175923,-2.47812852864563,2
-2.2109557648453166,2.5534880688941657,1
-0.6887541869782524,-1.0337091982058484,3
3.463772235074735,-0.3933037252347681,2
-2.0063919408629394,2.6152285601627794,1
-1.3172260400230331,-1.1225787034625188,4
-1.6710920731385257,2.4985021715989757,1
-2.838831588480518,-1.038008796152991,2
-2.807457411547721,-3.289053450584234,2
-0.4628819537840001,-0.2581232327142434,2
-0.6484568305911468,-4.263601068305899,2
3.753947578403105,-0.3914305873780289,5
-1.4157865686868134,0.5940506527511569,2
3.4132734081779947,-0.4210491555746493,2
3.6989262554400533,-0.37946355321036807,4
-2.027997684204886,2.580637717328741,1
-2.5649767589620303,0.7398004513597625,2
-1.3332182093778087,-1.082953366156131,3
3.2986561347694408,-0.4735337967775162,5
-2.005183243155965,-1.2795618708852439,5
-1.93252925804893,0.2853934105610006,2
-1.8668717542178603,2.6019184970331892,5
3.2447842836035083,-0.33220054608800725,1
3.6762210766660024,-0.349673813396642,5
-2.0366618784836996,-4.010933773673256,2
-0.515230594029936,-0.40696812697640644,1
-0.9897428078545303,2.731330930299893,5
-1.2109467014970159,2.658972661777634,5
-2.409479821124292,-0.6643587217225613,3
-1.3721519618629108,2.570884165041212,5
-1.2071794772560653,2.6303507061777234,4
1.0918555347796857,1.0017416912773236,2
3.383738087372695,-0.4919934555101621,2
-1.0995236690612629,0.538933590912672,4
3.418702565759203,-0.4495505283108969,4
-0.5280401515230627,-0.4883372924340067,1
3.734960368671564,-0.4138890919197947,5
3.484334074677266,-0.4226124179364029,4
-1.6670498711620139,2.598713383312429,4
3.7390181428868488,-0.425514324507673,3
-1.7233595582682009,2.6015224358420257,5
3.5532044389713913,-0.43681935507596853,2
-1.665968887133743,0.16392072525761922,1
3.4937042649357832,-0.42417043584214414,5
3.3006325960579814,-0.599229917877783,2
-1.6970901631421949,2.618906749934676,3
-0.9129351881369938,2.672454088427926,5
-1.206829483052717,2.7042995035277277,2
-0.29585944014204213,-0.25247331269999657,5
-2.6011854004227577,-0.004004709845186439,1
-1.2197830145570034,2.8168122972280294,1
3.983737281196046,-0.31835151163859127,1
-1.8377280046021987,-2.4830640905623285,4
-1.4142840580114255,2.734856319799298,2
-1.244172895642182,-0.3313104016882901,1
-1.85500825842535,2.5943273085133924,2
-0.13825546196478786,0.5337456876827947,2
-2.0310551396437155,2.5734778292298155,4
-1.9766305769211596,2.5331599609391984,5
3.705200850295414,-0.45926901827596306,3
3.32811367834443,-0.507908680438309,5
-0.9818548725527629,2.845684434164073,3
-1.000662416724755,2.5699972707343313,1
3.5471240658132284,-0.4318983618015032,3
-1.691333544507171,2.532105998762689,2
3.851668677588322,-0.3852885056084613,3
3.656000560586887,-0.370869698915288,2
-1.6596363000957537,-2.444440901224507,4
-1.341547658679759,2.633254459460882,2
-1.735919382642283,-2.405200273822289,4
-0.6356839161390686,-1.118756048507414,4
-1.5169651809468088,-2.447859803347676,4
3.7159327163184632,-0.5142229495524299,2
-2.700761585183009,-4.069690127865171,4
3.9043285232197866,-0.22783711645779917,5
3.783249942999942,-0.2539867075064886,2
0.8397911701243351,-0.15127003956701,1
-1.0530831136153467,2.685577574408561,1
4.036601768422523,-0.2229321816517393,2
2.6398786631888913,-0.8395031977768324,1
-1.9786812767652384,-3.908833433432033,3
-1.3210075578544653,2.552157101746174,5
-0.7796622312052064,2.8262643166431056,4
3.8515483309111707,-0.3564148249411887,2
3.873395040798705,-0.21480193232566436,2
-3.389835575887821,-2.2521297068274886,2
3.626581471921867,-0.3921866536620474,2
-1.3531720964721268,2.7157281437443674,1
3.7064257815579973,-0.3568738021191461,2
-1.600672720806117,-2.3895140526732015,3
3.894072388408649,-0.25162842422317816,4
-1.0076509135340528,2.7939895955825396,5
-1.304080252332492,-1.112352058686084,5
-0.936853705190191,2.765889018806174,1
3.360121626322426,-0.5435166663306987,1
