combined_features_svd_1,combined_features_svd_2,Label
-2.589927648251976,0.5774565203657648,1
-0.9331032184914492,2.6613603064546845,5
-2.6510045939572793,-4.58174741541614,1
3.8596056516471764,-0.33464808744661695,5
3.650280078976119,-0.4292680054834871,1
3.296353112493699,-0.44783357071778057,3
-2.891576303962516,-3.952572380611073,2
-1.0981656192083202,0.5443124527080714,4
3.4730514658355807,-0.4696587183399077,1
-2.9325890690521104,-2.4900687034635265,1
-2.109335832183894,-4.105535266161735,5
3.276166322217342,-0.4575802398875327,4
-2.709615523681164,-4.102570008237823,1
-2.904774901750983,-1.096219152471763,1
-2.378636475786524,-2.541851165847577,3
3.887032018560958,-0.38981619760059544,5
-1.8805995699494262,-2.5544462415625007,4
3.4458040306580924,-0.4386660624084201,4
3.253945869947805,-0.4630304452482236,4
3.669088340912238,-0.35642128014205704,3
-2.587531354119574,-0.13625384521894116,3
-0.8614436070854337,2.7126049703982478,5
2.6051724524579134,-0.8436541463331864,3
3.560909398785399,-0.34825417334325853,5
3.811572559000524,-0.4037075149577899,2
3.6443505484181626,-0.41566598414011025,1
-0.8114027464635377,2.6934002778965325,1
-0.4371049567213217,-0.6435589456332351,3
-1.0880538345147903,-0.6273558028274958,2
-0.9607909628932743,-1.0732610233740272,1
-2.3268901700475726,-2.034723020929565,5
-2.064258358156307,2.6221990823834176,4
3.385790447239994,-0.27785083413951767,5
-1.6195324209744593,2.6372666034106493,4
-2.164638751319066,2.460326411148914,2
-2.3282091018468507,0.2634698605589904,3
-0.9460959489126263,2.6640454339100907,4
3.7452288053003935,-0.4240554641362142,1
0.03240705884812847,0.5418213994276341,4
3.805231493574439,-0.3353128661897551,4
-1.4950970979644551,2.7322496297320336,1
-1.9769890431166244,2.583642473903273,5
-1.8707213263168743,1.1287366404265564,2
2.8647621868428526,-0.14536281745078156,1
-1.3872246320764245,2.6787764210675786,3
3.698485993387503,-0.33147142450819184,5
-3.705267231356807,-4.134124568132552,5
-3.0971184818577018,-3.9493740892129474,4
-2.9836262324057348,1.35167102562161,1
3.815611501364919,-0.45853620763962377,2
-1.103830167640042,2.620616009478147,5
3.334946845623483,-0.5256249785720741,2
-0.7252249187119918,0.7527647673498307,3
-2.350174274300377,-2.054105992246711,4
-1.9067760079659528,2.490801856730882,5
-0.9288726388783423,2.687921043875604,4
3.3680704577932223,-0.4137403337102004,4
-3.4979025114662474,-3.817280129923052,3
-1.0864309274828718,-0.5809782017101285,2
-2.105011996489336,-1.9905369714123042,5
-2.0359556039998195,2.4959889076767676,2
-1.7260153366619009,-2.4205138999721054,5
-1.4999836338823318,2.629875420351123,5
3.467225016011634,-0.46779418878887113,1
-2.5376248013316776,-2.8760598888193987,1
-1.6312235119631036,2.6149456180978192,5
-1.0841516809033773,2.6409569844133025,5
1.3949322138971134,-2.3689143437820754,3
-2.357101605110732,-2.54739848782264,1
-2.5123623329846043,-4.05389616849601,1
3.3260345558491,-0.3565014577706813,1
-2.0655948739310586,2.600955656699993,4
-1.826597848846277,2.6732445590651555,4
-1.4183050058706648,0.6241580075660221,4
-1.1977022435873481,2.7723781688542077,2
3.4092706520172498,-0.4700365297014701,2
-0.8456560631182471,2.675562231744965,3
-0.8533754441140167,2.582220673015001,1
0.6771949331553019,-2.2900580055887105,1
0.48707349337160233,0.2603148555633814,2
3.6795426841809222,-0.3865508650245736,3
3.432634318138658,-0.3991923474125816,4
-1.6075803059953133,-2.449680059384151,4
-2.0279505552701664,2.555321414823316,3
3.8538201383690405,-0.23582280597192812,1
-2.118178295680075,2.53222729003758,4
3.522555404873697,-0.40842002818229894,3
3.738027953184184,-0.4231563330974918,1
-2.868038731002832,-2.138549656538677,4
-2.491115557729276,-2.1650928841078207,2
-1.5696844036372777,2.660512248002994,1
-2.095867861500494,2.566714146660777,2
-1.0477435283758716,2.684018365338845,5
-1.6880332697464746,2.6282365447375255,5
-1.8274713844366834,2.8064750376310617,5
-1.030712684119541,2.7298576913283448,3
3.7716226809364253,-0.3677312401352725,3
-2.440769655763907,-3.920901928543675,5
-2.019763658836324,-4.19314015569645,1
-3.022324825373165,-4.104888383945077,5
-0.8145619431644182,2.673953007114679,5
-0.8350680725143491,-0.21215032054252023,2
-1.1731339915336414,0.5664679398048416,1
3.4843571801355404,-0.390229684054631,5
3.787602863363014,-0.3666643940420194,1
-2.2685703545507705,-3.9615800114196422,4
3.20137811445732,-0.5172962836770512,3
-1.0991435502133096,2.6208367019603918,5
-3.8100695716394255,-4.098799122028635,1
3.8291550137044714,-0.3770837676019421,5
-0.9911925173960534,2.621712511277572,4
-2.414807538561544,-2.7607867671100195,3
-1.2761257796505436,2.6437724152193285,2
-1.8479014270011223,2.5716891845551832,1
-1.0423078792438276,2.5789997275504395,1
-1.8414462380795305,2.4998641352363773,1
-0.31201476377079135,-0.8325241154249238,1
-2.2126146628322654,-2.1498686571889816,5
4.101691246884163,-0.43191234344228424,2
3.8692785057598638,-0.41501089108975087,4
-1.3679410368971487,2.468020451611074,3
3.5413154745393856,-0.2520814950809333,2
-0.9615595042164192,2.694408204739506,2
-2.07727142069992,2.429869754021609,4
-3.293587470053054,-3.752056653869011,2
-1.3964815386133371,2.5748521284139487,5
3.520517013840713,-0.39651203781760513,1
3.8293656670512135,-0.3264915358046319,1
-0.9293535531274301,2.6363719545770596,5
-2.248415019365563,-4.0077695721667705,4
-1.2471310627850962,2.80278514138428,2
3.247395149899827,-0.4864126586863503,2
3.236730667295162,-0.5340440038026601,3
-1.7148673828274932,2.5692334620516095,5
1.1881529354484732,-0.5746561955141747,2
-0.1433798913918225,-3.865080043066975,2
-2.056674992297989,2.451799680663165,4
-1.2145010486178103,-0.3466168676614632,3
-1.6233661076028592,2.5778677372128733,2
-1.7076798288835227,2.5828002418418086,5
-1.0726067951747493,2.6398982249044924,5
3.427746198445367,-0.45693556034466304,1
3.5460108216554227,-0.45787556199332063,2
3.726347346450746,-0.4121590842388715,2
-2.455643033774851,-4.088480925025182,3
-1.3431720844687247,0.6188246320201658,4
-1.9983343415574095,-1.8679246485171173,2
3.2633521674609396,-0.37066265907476226,1
-0.9667117844921962,2.646072079427284,1
3.413333624627337,-0.4218967678491649,2
-0.9446149752686979,-0.7368057560987303,2
-1.0705616574744852,2.6118615362682207,1
-1.1330187951065243,0.7579499579801683,2
3.7505654891707074,-0.3403465617936087,3
-0.9861426152458241,2.766136814850058,2
3.52875941139615,-0.37339960662129285,1
-1.8599301698159616,2.561383104163962,4
-0.9542076674739836,2.669854369335016,3
3.42053043077272,-0.5324264600117327,1
3.564872029162164,-0.46755352049753585,4
-1.8085074479910939,-2.4963311151673127,5
-2.4682660914667087,-0.9577715025575463,1
3.754243056574166,-0.4182992914287664,2
