title_tfidf_svd_1,title_tfidf_svd_2,Label
0.14626568583621205,-0.08095344809139732,1
0.34762976591253925,0.0009158482181910744,5
0.3751008820799513,-0.0998527243098792,1
0.18583411788388177,-0.1434315254990951,5
0.20911014944023212,-0.10965094422764049,1
0.10909302922421321,-0.09641696510115796,3
0.10044210422621054,-0.05817810501035976,2
0.1909995769314197,-0.05983346653844631,4
0.15753818160727845,-0.10556612000965293,1
0.08849224480455381,-0.10299186076344016,1
0.39943328255496446,0.2412593735286545,5
0.15797557890364164,-0.1376496833487339,4
0.2844797826795307,-0.09080871301922493,1
0.18774632808153222,0.016514914515369135,1
0.4844541138651427,0.33324080400605616,3
0.15707564722452885,-0.10489882054404816,5
0.21041677014724341,-0.13071848166797495,4
0.14175861772625623,-0.10475437621211979,4
0.07996842736330491,-0.0707250513898988,4
0.11846069468072037,-0.10604319145912029,3
0.22384554188273934,-0.1369471671869788,3
0.3528496265510861,0.2372993718938183,5
0.1632571472607361,-0.17112275759033388,3
0.16346020497008643,0.08295398648254235,5
0.12166129765823325,-0.06914716724302993,2
0.05989040927706151,-0.03879921236164916,1
0.12789077021289968,-0.08114812627294185,1
0.14924122628712436,-0.1329117377099993,3
0.18455916469959863,-0.15685594990507293,2
0.12419489009195676,-0.11363892164815831,1
0.1340812117531841,-0.05459471648914922,5
0.2698529029533218,0.12330727970698563,4
0.05407997337208955,-0.04226984935292132,5
0.5389789214588306,0.4997948889354138,4
0.16193608916559787,-0.14785169915699475,2
0.22111545608212996,0.23020378910908704,3
0.10561368639636762,-0.1258581776340132,4
0.12755733862924704,-0.18145827750013038,1
0.15517878720259481,-0.0889431473179255,4
0.5045641055992827,0.09606164689144547,4
0.14158083408894404,-0.19085836408012122,1
0.15331724571522135,-0.09544017792875899,5
0.25121104687445567,0.14577558252464257,2
0.2466577218115756,-0.24521515518632528,1
0.10624280910356747,-0.11571309524570832,3
0.0999642281829635,-0.0310042128585254,5
0.1570032160509104,-0.003959524771919382,5
0.11305608024310858,-0.09789047403670978,4
0.13606845736115766,-0.13025484017104075,1
0.14167141086474638,-0.07988122383991218,2
0.33398765754356935,0.0030189282953764695,5
0.11311499697960518,-0.09858216998068657,2
0.037675049757886436,-0.04541299220273152,3
0.5203790402477215,0.4509374182480797,4
0.4819821885195961,0.21417281787906353,5
0.1902719604724113,-0.11228034035896486,4
0.06792989738389502,-0.05128944470063647,4
0.11007198143690591,-0.10572612970035503,3
0.15674437486649018,-0.08337933296653999,2
0.5621415760932523,0.5975501751225599,5
0.3226002046536783,-0.12471519990813522,2
0.21631521399994302,-0.12506653760681805,5
0.3449766182599873,0.2554724558374977,5
0.12563840498697681,-0.11431963863855549,1
0.39747045932635977,-0.09077750554780116,1
0.45322315106922534,0.3959188071594893,5
0.3438141417562503,-0.04292366770510288,5
0.13689804469615502,-0.13584625865472694,3
0.3192600377129587,-0.03807956968600636,1
0.3871569069841444,-0.09855351980795761,1
0.1239473378620021,-0.1678379777706416,1
0.1584995574921772,-0.1315534231176895,4
0.20783748575734454,-0.007301610813171681,4
0.46091208038578413,0.36743757069360644,4
0.1401455011012651,-0.13578387156168464,2
0.12743808810323945,-0.09811178328939626,2
0.37320857860868867,-0.032928722572623,3
0.17782316089751396,-0.04744880943612824,1
0.19195484915985264,-0.1406971991411302,1
0.17709396570519503,-0.17526486263997992,2
0.1804164647707252,-0.2374893999034754,3
0.16878345571074985,-0.1862890414239741,4
0.19670530018261534,-0.13352149228714574,4
0.2865876219371599,0.1297648847939856,3
0.15524975503838845,-0.08643994155361501,1
0.12131955116023047,-0.03969976483425249,4
0.15131482190896564,-0.12222991411783159,3
0.20212342450059015,-0.20282845584953638,1
0.49133606160182675,0.41730010332423406,4
0.18132287909797454,-0.1108203950261308,2
0.09413408807265503,-0.07570465081950663,1
0.21140060402814376,-0.08760713503726537,2
0.5239107007989177,0.39108577091219576,5
0.4983198197706433,0.3812709875431354,5
0.1723326098619425,-0.0018354950643800717,5
