fold,model,macro_f1
1,structured_embedding_logistic,0.33700935396450743
2,structured_embedding_logistic,0.29516729730372904
3,structured_embedding_logistic,0.2594959229520507
4,structured_embedding_logistic,0.3180528905518305
5,structured_embedding_logistic,0.3187654533954344
